,municipio,latitude,longitude,ddd,estado
533,Barra Funda,-27.9205,-53.0391,54,RS
534,Barra Longa,-20.2869,-43.0402,31,MG
535,Barra Mansa,-22.5481,-44.1752,24,RJ
536,Barra Velha,-26.637,-48.6933,47,SC
537,Barracão,-27.6739,-51.4585,54,RS
538,Barracão,-26.2502,-53.6324,49,SC
539,Barras,-4.24468,-42.2922,86,PI
540,Barreira,-4.28921,-38.6429,85,CE
541,Barreiras,-12.1439,-44.9968,77,BA
542,Barreiras do Piauí,-9.9296,-45.4702,89,PI
543,Barreirinha,-2.79886,-57.0679,92,AM
544,Barreirinhas,-2.75863,-42.8232,98,MA
545,Barreiros,-8.81605,-35.1832,81,PE
546,Barretos,-20.5531,-48.5698,17,SP
547,Barrinha,-21.1864,-48.1636,16,SP
548,Barro,-7.17188,-38.7741,88,CE
549,Barro Alto,-11.7605,-41.9054,74,BA
550,Barro Alto,-14.9658,-48.9086,62,GO
551,Barro Duro,-5.81673,-42.5147,86,PI
552,Barro Preto,-14.7948,-39.476,73,BA
553,Barrocas,-11.5272,-39.0776,75,BA
554,Barrolândia,-9.83404,-48.7252,63,TO
555,Barroquinha,-3.02051,-41.1358,88,CE
556,Barros Cassal,-29.0947,-52.5836,54,RS
557,Barroso,-21.1907,-43.972,32,MG
558,Barueri,-23.5057,-46.879,11,SP
559,Bastos,-21.921,-50.7357,14,SP
560,Bataguassu,-21.7159,-52.4221,67,MS
561,Batalha,-4.0223,-42.0787,86,PI
562,Batalha,-9.6742,-37.133,82,AL
563,Batatais,-20.8929,-47.5921,16,SP
564,Batayporã,-22.2944,-53.2705,67,MS
565,Baturité,-4.32598,-38.8812,85,CE
566,Bauru,-22.3246,-49.0871,14,SP
567,Bayeux,-7.1238,-34.9293,83,PB
568,Bebedouro,-20.9491,-48.4791,17,SP
569,Beberibe,-4.17741,-38.1271,85,CE
570,Bela Cruz,-3.04996,-40.1671,88,CE
571,Bela Vista,-22.1073,-56.5263,67,MS
572,Bela Vista da Caroba,-25.8842,-53.6725,46,PR
573,Bela Vista de Goiás,-16.9693,-48.9513,62,GO
574,Bela Vista de Minas,-19.8302,-43.0922,31,MG
575,Bela Vista do Maranhão,-3.72618,-45.3075,98,MA
576,Bela Vista do Paraíso,-22.9937,-51.1927,43,PR
577,Bela Vista do Piauí,-7.98809,-41.8675,89,PI
578,Bela Vista do Toldo,-26.2746,-50.4664,47,SC
579,Belágua,-3.15485,-43.5122,98,MA
580,Belém,-1.4554,-48.4898,91,PA
581,Belém,-6.74261,-35.5166,83,PB
582,Belém,-9.57047,-36.4904,82,AL
583,Belém de Maria,-8.62504,-35.8335,81,PE
584,Belém do Brejo do Cruz,-6.18515,-37.5348,83,PB
585,Belém do Piauí,-7.36652,-40.9688,89,PI
586,Belém do São Francisco,-8.75046,-38.9623,87,PE
587,Belford Roxo,-22.764,-43.3992,21,RJ
588,Belmiro Braga,-21.944,-43.4084,32,MG
589,Belmonte,-26.843,-53.5758,49,SC
590,Belmonte,-15.8608,-38.8758,73,BA
591,Belo Campo,-15.0334,-41.2652,77,BA
592,Belo Horizonte,-19.9102,-43.9266,31,MG
593,Belo Jardim,-8.3313,-36.4258,81,PE
594,Belo Monte,-9.82272,-37.277,82,AL
595,Belo Oriente,-19.2199,-42.4828,31,MG
596,Belo Vale,-20.4077,-44.0275,31,MG
597,Belterra,-2.63609,-54.9374,93,PA
598,Beneditinos,-5.45676,-42.3638,86,PI
599,Benedito Leite,-7.21037,-44.5577,99,MA
600,Benedito Novo,-26.781,-49.3593,47,SC
601,Benevides,-1.36183,-48.2434,91,PA
602,Benjamin Constant,-4.37768,-70.0342,97,AM
603,Benjamin Constant do Sul,-27.5086,-52.5995,54,RS
604,Bento de Abreu,-21.2686,-50.814,18,SP
605,Bento Fernandes,-5.69906,-35.813,84,RN
606,Bento Gonçalves,-29.1662,-51.5165,54,RS
607,Bequimão,-2.44162,-44.7842,98,MA
608,Berilo,-16.9567,-42.4606,33,MG
609,Berizal,-15.61,-41.7432,38,MG
610,Bernardino Batista,-6.44572,-38.5521,83,PB
611,Bernardino de Campos,-23.0164,-49.4679,14,SP
612,Bernardo do Mearim,-4.62666,-44.7608,99,MA
613,Bernardo Sayão,-7.87481,-48.8893,63,TO
614,Bertioga,-23.8486,-46.1396,13,SP
615,Bertolínia,-7.63338,-43.9498,89,PI
616,Bertópolis,-17.059,-40.58,33,MG
617,Beruri,-3.89874,-61.3616,97,AM
618,Betânia,-8.26787,-38.0345,87,PE
619,Betânia do Piauí,-8.14376,-40.7989,89,PI
620,Betim,-19.9668,-44.2008,31,MG
621,Bezerros,-8.2328,-35.796,81,PE
622,Bias Fortes,-21.602,-43.7574,32,MG
623,Bicas,-21.7232,-43.056,32,MG
624,Biguaçu,-27.496,-48.6598,48,SC
625,Bilac,-21.404,-50.4746,18,SP
626,Biquinhas,-18.7754,-45.4974,37,MG
627,Birigui,-21.291,-50.3432,18,SP
628,Biritiba-Mirim,-23.5698,-46.0407,11,SP
629,Biritinga,-11.6072,-38.8051,75,BA
630,Bituruna,-26.1607,-51.5518,42,PR
631,Blumenau,-26.9155,-49.0709,47,SC
632,Boa Esperança,-24.2467,-52.7876,44,PR
633,Boa Esperança,-21.0927,-45.5612,35,MG
634,Boa Esperança,-18.5395,-40.3025,27,ES
635,Boa Esperança do Iguaçu,-25.6324,-53.2108,46,PR
636,Boa Esperança do Sul,-21.9918,-48.3906,16,SP
637,Boa Hora,-4.41404,-42.1357,86,PI
638,Boa Nova,-14.3598,-40.2064,77,BA
639,Boa Ventura,-7.40982,-38.2113,83,PB
640,Boa Ventura de São Roque,-24.8688,-51.6276,42,PR
641,Boa Viagem,-5.11258,-39.7337,88,CE
642,Boa Vista,2.82384,-60.6753,95,RR
643,Boa Vista,-7.26365,-36.2357,83,PB
644,Boa Vista da Aparecida,-25.4308,-53.4117,45,PR
645,Boa Vista das Missões,-27.6671,-53.3102,55,RS
646,Boa Vista do Buricá,-27.6693,-54.1082,55,RS
647,Boa Vista do Cadeado,-28.5791,-53.8108,55,RS
648,Boa Vista do Gurupi,-1.77614,-46.3002,98,MA
649,Boa Vista do Incra,-28.8185,-53.391,55,RS
650,Boa Vista do Ramos,-2.97409,-57.5873,92,AM
651,Boa Vista do Sul,-29.3544,-51.6687,54,RS
652,Boa Vista do Tupim,-12.6498,-40.6064,75,BA
653,Boca da Mata,-9.64308,-36.2125,82,AL
654,Boca do Acre,-8.74232,-67.3919,97,AM
655,Bocaina,-6.94124,-41.3168,89,PI
656,Bocaina,-22.1365,-48.523,14,SP
657,Bocaina de Minas,-22.1697,-44.3972,32,MG
658,Bocaina do Sul,-27.7455,-49.9423,49,SC
659,Bocaiúva,-17.1135,-43.8104,38,MG
660,Bocaiúva do Sul,-25.2066,-49.1141,41,PR
661,Bodó,-5.98027,-36.4167,84,RN
662,Bodocó,-7.77759,-39.9338,87,PE
663,Bodoquena,-20.537,-56.7127,67,MS
664,Bofete,-23.1055,-48.2582,14,SP
665,Boituva,-23.2855,-47.6786,15,SP
666,Bom Conselho,-9.16919,-36.6857,87,PE
667,Bom Despacho,-19.7386,-45.2622,37,MG
668,Bom Jardim,-22.1545,-42.4251,22,RJ
669,Bom Jardim,-7.79695,-35.5784,81,PE
670,Bom Jardim,-3.54129,-45.606,98,MA
671,Bom Jardim da Serra,-28.3377,-49.6373,49,SC
672,Bom Jardim de Goiás,-16.2063,-52.1728,64,GO
673,Bom Jardim de Minas,-21.9479,-44.1885,32,MG
674,Bom Jesus,-26.7326,-52.3919,49,SC
675,Bom Jesus,-28.6697,-50.4295,54,RS
676,Bom Jesus,-9.07124,-44.359,89,PI
677,Bom Jesus,-5.98648,-35.5792,84,RN
678,Bom Jesus,-6.81601,-38.6453,83,PB
679,Bom Jesus da Lapa,-13.2506,-43.4108,77,BA
680,Bom Jesus da Penha,-21.0148,-46.5174,35,MG
681,Bom Jesus da Serra,-14.3663,-40.5126,77,BA
682,Bom Jesus das Selvas,-4.47638,-46.8641,98,MA
683,Bom Jesus de Goiás,-18.2173,-49.74,64,GO
684,Bom Jesus do Amparo,-19.7054,-43.4782,31,MG
685,Bom Jesus do Araguaia,-12.1706,-51.5032,66,MT
686,Bom Jesus do Galho,-19.836,-42.3165,33,MG
687,Bom Jesus do Itabapoana,-21.1449,-41.6822,22,RJ
688,Bom Jesus do Norte,-21.1173,-41.6731,28,ES
689,Bom Jesus do Oeste,-26.6927,-53.0967,49,SC
690,Bom Jesus do Sul,-26.1958,-53.5955,46,PR
691,Bom Jesus do Tocantins,-5.0424,-48.6047,94,PA
692,Bom Jesus do Tocantins,-8.96306,-48.165,63,TO
693,Bom Jesus dos Perdões,-23.1356,-46.4675,11,SP
694,Bom Lugar,-4.37311,-45.0326,99,MA
695,Bom Princípio,-29.4856,-51.3548,51,RS
696,Bom Princípio do Piauí,-3.19631,-41.6403,86,PI
697,Bom Progresso,-27.5399,-53.8716,55,RS
698,Bom Repouso,-22.4675,-46.144,35,MG
699,Bom Retiro,-27.799,-49.487,49,SC
700,Bom Retiro do Sul,-29.6071,-51.9456,51,RS
701,Bom Sucesso,-21.0329,-44.7537,35,MG
702,Bom Sucesso,-23.7063,-51.7671,43,PR
703,Bom Sucesso,-6.44176,-37.9234,83,PB
704,Bom Sucesso de Itararé,-24.3155,-49.1451,15,SP
705,Bom Sucesso do Sul,-26.0731,-52.8353,46,PR
706,Bombinhas,-27.1382,-48.5146,47,SC
707,Bonfim,3.36161,-59.8333,95,RR
708,Bonfim,-20.3302,-44.2366,31,MG
709,Bonfim do Piauí,-9.1605,-42.8865,89,PI
710,Bonfinópolis,-16.6173,-48.9616,62,GO
711,Bonfinópolis de Minas,-16.568,-45.9839,38,MG
712,Boninal,-12.7069,-41.8286,75,BA
713,Bonito,-8.47163,-35.7292,81,PE
714,Bonito,-11.9668,-41.2647,75,BA
715,Bonito,-1.36745,-47.3066,91,PA
716,Bonito,-21.1261,-56.4836,67,MS
717,Bonito de Minas,-15.3231,-44.7543,38,MG
718,Bonito de Santa Fé,-7.31341,-38.5133,83,PB
719,Bonópolis,-13.6329,-49.8106,62,GO
720,Boqueirão,-7.487,-36.1309,83,PB
721,Boqueirão do Leão,-29.3046,-52.4284,51,RS
722,Boqueirão do Piauí,-4.48181,-42.1212,86,PI
723,Boquim,-11.1397,-37.6195,79,SE
724,Boquira,-12.8205,-42.7324,77,BA
725,Borá,-22.2696,-50.5409,18,SP
726,Boracéia,-22.1926,-48.7808,14,SP
727,Borba,-4.39154,-59.5874,92,AM
728,Borborema,-6.80199,-35.6187,83,PB
729,Borborema,-21.6214,-49.0741,16,SP
730,Borda da Mata,-22.2707,-46.1653,35,MG
731,Borebi,-22.5728,-48.9707,14,SP
732,Borrazópolis,-23.9366,-51.5875,43,PR
733,Bossoroca,-28.7291,-54.9035,55,RS
734,Botelhos,-21.6412,-46.391,35,MG
735,Botucatu,-22.8837,-48.4437,14,SP
736,Botumirim,-16.8657,-43.0086,38,MG
737,Botuporã,-13.3772,-42.5163,77,BA
738,Botuverá,-27.2007,-49.0689,47,SC
739,Bozano,-28.3659,-53.772,55,RS
740,Braço do Norte,-28.2681,-49.1701,48,SC
741,Braço do Trombudo,-27.3586,-49.8821,47,SC
742,Braga,-27.6173,-53.7405,55,RS
743,Bragança,-1.06126,-46.7826,91,PA
744,Bragança Paulista,-22.9527,-46.5419,11,SP
745,Braganey,-24.8173,-53.1218,45,PR
746,Branquinha,-9.23342,-36.0162,82,AL
747,Brás Pires,-20.8419,-43.2406,32,MG
748,Brasil Novo,-3.29792,-52.534,93,PA
749,Brasilândia,-21.2544,-52.0365,67,MS
750,Brasilândia de Minas,-16.9999,-46.0081,38,MG
751,Brasilândia do Sul,-24.1978,-53.5275,44,PR
752,Brasilândia do Tocantins,-8.38918,-48.4822,63,TO
753,Brasiléia,-10.995,-68.7497,68,AC
754,Brasileira,-4.1337,-41.7859,86,PI
755,Brasília,-15.7795,-47.9297,61,DF
756,Brasília de Minas,-16.2104,-44.4299,38,MG
757,Brasnorte,-12.1474,-57.9833,66,MT
758,Braúna,-21.499,-50.3175,18,SP
759,Braúnas,-19.0562,-42.7099,35,MG
760,Brazabrantes,-16.4281,-49.3863,62,GO
761,Brazópolis,-22.4743,-45.6166,33,MG
762,Brejão,-9.02915,-36.566,87,PE
763,Brejetuba,-20.1395,-41.2954,27,ES
764,Brejinho,-6.18566,-35.3591,84,RN
765,Brejinho,-7.34694,-37.2865,87,PE
766,Brejinho de Nazaré,-11.0058,-48.5683,63,TO
767,Brejo,-3.67796,-42.7527,98,MA
768,Brejo Alegre,-21.1651,-50.1861,18,SP
769,Brejo da Madre de Deus,-8.14933,-36.3741,81,PE
770,Brejo de Areia,-4.334,-45.581,98,MA
771,Brejo do Cruz,-6.34185,-37.4943,83,PB
772,Brejo do Piauí,-8.20314,-42.8229,89,PI
773,Brejo dos Santos,-6.37065,-37.8253,83,PB
774,Brejo Grande,-10.4297,-36.4611,79,SE
775,Brejo Grande do Araguaia,-5.69822,-48.4103,94,PA
776,Brejo Santo,-7.48469,-38.9799,88,CE
777,Brejões,-13.1039,-39.7988,75,BA
778,Brejolândia,-12.4815,-43.9679,77,BA
779,Breu Branco,-3.77191,-49.5735,94,PA
780,Breves,-1.68036,-50.4791,91,PA
781,Britânia,-15.2428,-51.1602,62,GO
782,Brochier,-29.5501,-51.5945,51,RS
783,Brodowski,-20.9845,-47.6572,16,SP
784,Brotas,-22.2795,-48.1251,14,SP
785,Brotas de Macaúbas,-11.9915,-42.6326,77,BA
786,Brumadinho,-20.151,-44.2007,31,MG
787,Brumado,-14.2021,-41.6696,77,BA
788,Brunópolis,-27.3058,-50.8684,49,SC
789,Brusque,-27.0977,-48.9107,47,SC
790,Bueno Brandão,-22.4383,-46.3491,35,MG
791,Buenópolis,-17.8744,-44.1775,38,MG
792,Buenos Aires,-7.72449,-35.3182,81,PE
793,Buerarema,-14.9595,-39.3028,73,BA
794,Bugre,-19.4231,-42.2552,33,MG
795,Buíque,-8.61954,-37.1606,87,PE
796,Bujari,-9.81528,-67.955,68,AC
797,Bujaru,-1.51762,-48.0381,91,PA
798,Buri,-23.7977,-48.5958,15,SP
799,Buritama,-21.0661,-50.1475,18,SP
800,Buriti,-3.94169,-42.9179,98,MA
801,Buriti Alegre,-18.1378,-49.0404,64,GO
802,Buriti Bravo,-5.83239,-43.8353,99,MA
803,Buriti de Goiás,-16.1792,-50.4302,64,GO
804,Buriti do Tocantins,-5.31448,-48.2271,63,TO
805,Buriti dos Lopes,-3.18259,-41.8695,86,PI
806,Buriti dos Montes,-5.30584,-41.0933,86,PI
807,Buriticupu,-4.32375,-46.4409,98,MA
808,Buritinópolis,-14.4772,-46.4076,62,GO
809,Buritirama,-10.7171,-43.6302,77,BA
810,Buritirana,-5.59823,-47.0131,99,MA
811,Buritis,-10.1943,-63.8324,69,RO
812,Buritis,-15.6218,-46.4221,38,MG
813,Buritizal,-20.1911,-47.7096,16,SP
814,Buritizeiro,-17.3656,-44.9606,38,MG
815,Butiá,-30.1179,-51.9601,51,RS
816,Caapiranga,-3.31537,-61.2206,92,AM
817,Caaporã,-7.51351,-34.9055,83,PB
818,Caarapó,-22.6368,-54.8209,67,MS
819,Caatiba,-14.9699,-40.4092,77,BA
820,Cabaceiras,-7.48899,-36.287,83,PB
821,Cabaceiras do Paraguaçu,-12.5317,-39.1902,75,BA
822,Cabeceira Grande,-16.0335,-47.0862,38,MG
823,Cabeceiras,-15.7995,-46.9265,61,DF
824,Cabeceiras do Piauí,-4.4773,-42.3069,86,PI
825,Cabedelo,-6.98731,-34.8284,83,PB
826,Cabixi,-13.4945,-60.552,69,RO
827,Cabo de Santo Agostinho,-8.28218,-35.0253,81,PE
828,Cabo Frio,-22.8894,-42.0286,22,RJ
829,Cabo Verde,-21.4699,-46.3919,35,MG
830,Cabrália Paulista,-22.4576,-49.3393,14,SP
831,Cabreúva,-23.3053,-47.1362,11,SP
832,Cabrobó,-8.50548,-39.3094,87,PE
833,Caçador,-26.7757,-51.012,49,SC
834,Caçapava,-23.0992,-45.7076,12,SP
835,Caçapava do Sul,-30.5144,-53.4827,55,RS
836,Cacaulândia,-10.349,-62.9043,69,RO
837,Cacequi,-29.8883,-54.822,55,RS
838,Cáceres,-16.0764,-57.6818,65,MT
839,Cachoeira,-12.5994,-38.9587,75,BA
840,Cachoeira Alta,-18.7618,-50.9432,64,GO
841,Cachoeira da Prata,-19.521,-44.4544,31,MG
842,Cachoeira de Goiás,-16.6635,-50.646,64,GO
843,Cachoeira de Minas,-22.3511,-45.7809,35,MG
844,Cachoeira de Pajeú,-15.9688,-41.4948,33,MG
845,Cachoeira do Arari,-1.01226,-48.9503,91,PA
846,Cachoeira do Piriá,-1.75974,-46.5459,91,PA
847,Cachoeira do Sul,-30.033,-52.8928,51,RS
848,Cachoeira dos Índios,-6.91353,-38.676,83,PB
849,Cachoeira Dourada,-18.4859,-49.4766,64,GO
850,Cachoeira Dourada,-18.5161,-49.5039,34,MG
851,Cachoeira Grande,-2.93074,-44.0528,98,MA
852,Cachoeira Paulista,-22.6665,-45.0154,12,SP
853,Cachoeiras de Macacu,-22.4658,-42.6523,21,RJ
854,Cachoeirinha,-6.1156,-47.9234,63,TO
855,Cachoeirinha,-8.48668,-36.2402,81,PE
856,Cachoeirinha,-29.9472,-51.1016,51,RS
857,Cachoeiro de Itapemirim,-20.8462,-41.1198,28,ES
858,Cacimba de Areia,-7.12128,-37.1563,83,PB
859,Cacimba de Dentro,-6.6386,-35.7778,83,PB
860,Cacimbas,-7.20721,-37.0604,83,PB
861,Cacimbinhas,-9.40121,-36.9911,82,AL
862,Cacique Doble,-27.767,-51.6597,54,RS
863,Cacoal,-11.4343,-61.4562,69,RO
864,Caconde,-21.528,-46.6437,19,SP
865,Caçu,-18.5594,-51.1328,64,GO
866,Caculé,-14.5003,-42.2229,77,BA
867,Caém,-11.0677,-40.432,74,BA
868,Caetanópolis,-19.2971,-44.4189,31,MG
869,Caetanos,-14.3347,-40.9175,77,BA
870,Caeté,-19.8826,-43.6704,31,MG
871,Caetés,-8.7803,-36.6268,87,PE
872,Caetité,-14.0684,-42.4861,77,BA
873,Cafarnaum,-11.6914,-41.4688,74,BA
874,Cafeara,-22.789,-51.7142,43,PR
875,Cafelândia,-21.8031,-49.6092,14,SP
876,Cafelândia,-24.6189,-53.3207,45,PR
877,Cafezal do Sul,-23.9005,-53.5124,44,PR
878,Caiabu,-22.0127,-51.2394,18,SP
879,Caiana,-20.6956,-41.9292,32,MG
880,Caiapônia,-16.9539,-51.8091,64,GO
881,Caibaté,-28.2905,-54.6454,55,RS
882,Caibi,-27.0741,-53.2458,49,SC
883,Caiçara,-27.2791,-53.4257,55,RS
884,Caiçara,-6.62115,-35.4581,83,PB
885,Caiçara do Norte,-5.07091,-36.0717,84,RN
886,Caiçara do Rio do Vento,-5.76541,-35.9938,84,RN
887,Caicó,-6.45441,-37.1067,84,RN
888,Caieiras,-23.3607,-46.7397,11,SP
889,Cairu,-13.4904,-39.0465,75,BA
890,Caiuá,-21.8322,-51.9969,18,SP
891,Cajamar,-23.355,-46.8781,11,SP
892,Cajapió,-2.87326,-44.6741,98,MA
893,Cajari,-3.32742,-45.0145,98,MA
894,Cajati,-24.7324,-48.1223,13,SP
895,Cajazeiras,-6.88004,-38.5577,83,PB
896,Cajazeiras do Piauí,-6.79667,-42.3903,89,PI
897,Cajazeirinhas,-6.96016,-37.8009,83,PB
898,Cajobi,-20.8773,-48.8063,17,SP
899,Cajueiro,-9.3994,-36.1559,82,AL
900,Cajueiro da Praia,-2.93111,-41.3408,86,PI
901,Cajuri,-20.7903,-42.7925,31,MG
902,Cajuru,-21.2749,-47.303,16,SP
903,Calçado,-8.73108,-36.3366,87,PE
904,Calçoene,2.50475,-50.9512,96,AP
905,Caldas,-21.9183,-46.3843,35,MG
906,Caldas Brandão,-7.1025,-35.3272,83,PB
907,Caldas Novas,-17.7441,-48.6246,64,GO
908,Caldazinha,-16.7117,-49.0013,62,GO
909,Caldeirão Grande,-11.0208,-40.2956,74,BA
910,Caldeirão Grande do Piauí,-7.3314,-40.6366,89,PI
911,Califórnia,-23.6566,-51.3574,43,PR
912,Calmon,-26.5942,-51.095,49,SC
913,Calumbi,-7.93551,-38.1482,87,PE
914,Camacan,-15.4142,-39.4919,73,BA
915,Camaçari,-12.6996,-38.3263,71,BA
916,Camacho,-20.6294,-45.1593,37,MG
917,Camalaú,-7.88503,-36.8242,83,PB
918,Camamu,-13.9398,-39.1071,73,BA
919,Camanducaia,-22.7515,-46.1494,35,MG
920,Camapuã,-19.5347,-54.0431,67,MS
921,Camaquã,-30.8489,-51.8043,51,RS
922,Camaragibe,-8.02351,-34.9782,81,PE
923,Camargo,-28.588,-52.2003,54,RS
924,Cambará,-23.0423,-50.0753,43,PR
925,Cambará do Sul,-29.0474,-50.1465,54,RS
926,Cambé,-23.2766,-51.2798,43,PR
927,Cambira,-23.589,-51.5792,43,PR
928,Camboriú,-27.0241,-48.6503,47,SC
929,Cambuci,-21.5691,-41.9187,22,RJ
930,Cambuí,-22.6115,-46.0572,35,MG
931,Cambuquira,-21.854,-45.2896,35,MG
932,Cametá,-2.24295,-49.4979,91,PA
933,Camocim,-2.9005,-40.8544,88,CE
934,Camocim de São Félix,-8.35865,-35.7653,81,PE
935,Campanário,-18.2427,-41.7355,33,MG
936,Campanha,-21.836,-45.4004,35,MG
937,Campestre,-21.7079,-46.2381,35,MG
938,Campestre,-8.84723,-35.5685,82,AL
939,Campestre da Serra,-28.7926,-51.0941,54,RS
940,Campestre de Goiás,-16.7624,-49.695,62,GO
941,Campestre do Maranhão,-6.17075,-47.3625,99,MA
942,Campina da Lagoa,-24.5893,-52.7976,44,PR
943,Campina das Missões,-27.9888,-54.8416,55,RS
944,Campina do Monte Alegre,-23.5895,-48.4758,15,SP
945,Campina do Simão,-25.0802,-51.8237,42,PR
946,Campina Grande,-7.22196,-35.8731,83,PB
947,Campina Grande do Sul,-25.3044,-49.0551,41,PR
948,Campina Verde,-19.5382,-49.4862,34,MG
949,Campinaçu,-13.787,-48.5704,62,GO
950,Campinápolis,-14.5162,-52.893,66,MT
951,Campinas,-22.9053,-47.0659,19,SP
952,Campinas do Piauí,-7.6593,-41.8775,89,PI
953,Campinas do Sul,-27.7174,-52.6248,54,RS
954,Campinorte,-14.3137,-49.1511,62,GO
955,Campo Alegre,-26.195,-49.2676,47,SC
956,Campo Alegre,-9.78451,-36.3525,82,AL
957,Campo Alegre de Goiás,-17.6363,-47.7768,64,GO
958,Campo Alegre de Lourdes,-9.52221,-43.0126,74,BA
959,Campo Alegre do Fidalgo,-8.38236,-41.8344,89,PI
960,Campo Azul,-16.5028,-44.8096,38,MG
961,Campo Belo,-20.8932,-45.2699,35,MG
962,Campo Belo do Sul,-27.8975,-50.7595,49,SC
963,Campo Bom,-29.6747,-51.0606,51,RS
964,Campo Bonito,-25.0294,-52.9939,45,PR
965,Campo do Brito,-10.7392,-37.4954,79,SE
966,Campo do Meio,-21.1127,-45.8273,35,MG
967,Campo do Tenente,-25.98,-49.6844,41,PR
968,Campo Erê,-26.3931,-53.0856,49,SC
969,Campo Florido,-19.7631,-48.5716,34,MG
970,Campo Formoso,-10.5105,-40.32,74,BA
971,Campo Grande,-9.95542,-36.7926,82,AL
972,Campo Grande,-20.4486,-54.6295,67,MS
973,Campo Grande do Piauí,-7.12827,-41.0315,89,PI
974,Campo Largo,-25.4525,-49.529,41,PR
975,Campo Largo do Piauí,-3.80441,-42.64,86,PI
976,Campo Limpo de Goiás,-16.2971,-49.0895,62,GO
977,Campo Limpo Paulista,-23.2078,-46.7889,11,SP
978,Campo Magro,-25.3687,-49.4501,41,PR
979,Campo Maior,-4.8217,-42.1641,86,PI
980,Campo Mourão,-24.0463,-52.378,44,PR
981,Campo Novo,-27.6792,-53.8052,55,RS
982,Campo Novo de Rondônia,-10.5712,-63.6266,69,RO
983,Campo Novo do Parecis,-13.6587,-57.8907,65,MT
984,Campo Redondo,-6.23829,-36.1888,84,RN
985,Campo Verde,-15.545,-55.1626,66,MT
986,Campos Altos,-19.6914,-46.1725,37,MG
987,Campos Belos,-13.035,-46.7681,62,GO
988,Campos Borges,-28.8871,-53.0008,54,RS
989,Campos de Júlio,-13.7242,-59.2858,65,MT
990,Campos do Jordão,-22.7296,-45.5833,12,SP
991,Campos dos Goytacazes,-21.7622,-41.3181,22,RJ
992,Campos Gerais,-21.237,-45.7569,35,MG
993,Campos Lindos,-7.98956,-46.8645,63,TO
994,Campos Novos,-27.4002,-51.2276,49,SC
995,Campos Novos Paulista,-22.602,-49.9987,14,SP
996,Campos Sales,-7.06761,-40.3687,88,CE
997,Campos Verdes,-14.2442,-49.6528,62,GO
998,Camutanga,-7.40545,-35.2664,81,PE
999,Cana Verde,-21.0232,-45.1801,35,MG
1000,Canaã,-20.6869,-42.6167,31,MG
1001,Canaã dos Carajás,-6.49659,-49.8776,94,PA
1002,Canabrava do Norte,-11.0556,-51.8209,66,MT
1003,Cananéia,-25.0144,-47.9341,13,SP
1004,Canapi,-9.11932,-37.5967,82,AL
1005,Canápolis,-13.0725,-44.201,77,BA
1006,Canápolis,-18.7212,-49.2035,34,MG
1007,Canarana,-11.6858,-41.7677,74,BA
1008,Canarana,-13.5515,-52.2705,66,MT
1009,Canas,-22.7003,-45.0521,12,SP
1010,Canavieira,-7.68821,-43.7233,89,PI
1011,Canavieiras,-15.6722,-38.9536,73,BA
1012,Candeal,-11.8049,-39.1203,75,BA
1013,Candeias,-12.6716,-38.5472,71,BA
1014,Candeias,-20.7692,-45.2765,35,MG
1015,Candeias do Jamari,-8.7907,-63.7005,69,RO
1016,Candelária,-29.6684,-52.7895,51,RS
1017,Candiba,-14.4097,-42.8667,77,BA
1018,Cândido de Abreu,-24.5649,-51.3372,43,PR
1019,Cândido Godói,-27.9515,-54.7517,55,RS
1020,Cândido Mendes,-1.43265,-45.7161,98,MA
1021,Cândido Mota,-22.7471,-50.3873,18,SP
1022,Cândido Rodrigues,-21.3275,-48.6327,16,SP
1023,Cândido Sales,-15.4993,-41.2414,77,BA
1024,Candiota,-31.5516,-53.6773,53,RS
1025,Candói,-25.5758,-52.0409,42,PR
1026,Canela,-29.356,-50.8119,54,RS
1027,Canelinha,-27.2616,-48.7658,48,SC
1028,Canguaretama,-6.37193,-35.1281,84,RN
1029,Canguçu,-31.396,-52.6783,53,RS
1030,Canhoba,-10.1365,-36.9806,79,SE
1031,Canhotinho,-8.87652,-36.1979,87,PE
1032,Canindé,-4.35162,-39.3155,85,CE
1033,Canindé de São Francisco,-9.64882,-37.7923,79,SE
1034,Canitar,-23.004,-49.7839,14,SP
1035,Canoas,-29.9128,-51.1857,51,RS
1036,Canoinhas,-26.1766,-50.395,47,SC
1037,Cansanção,-10.6647,-39.4944,75,BA
1038,Cantá,2.60994,-60.6058,95,RR
1039,Cantagalo,-21.9797,-42.3664,22,RJ
1040,Cantagalo,-25.3734,-52.1198,42,PR
1041,Cantagalo,-18.5248,-42.6223,33,MG
1042,Cantanhede,-3.63757,-44.383,98,MA
1043,Canto do Buriti,-8.1111,-42.9517,89,PI
1044,Canudos,-9.90014,-39.1471,75,BA
1045,Canudos do Vale,-29.3271,-52.2374,51,RS
1046,Canutama,-6.52582,-64.3953,97,AM
1047,Capanema,-1.20529,-47.1778,91,PA
1048,Capanema,-25.6691,-53.8055,46,PR
1049,Capão Alto,-27.9389,-50.5098,49,SC
1050,Capão Bonito,-24.0113,-48.3482,15,SP
1051,Capão Bonito do Sul,-28.1254,-51.3961,54,RS
1052,Capão da Canoa,-29.7642,-50.0282,51,RS
1053,Capão do Cipó,-28.9312,-54.5558,55,RS
