,municipio,latitude,longitude,ddd,estado
4845,São Miguel do Oeste,-26.7242,-53.5163,49,SC
4846,São Miguel do Passa Quatro,-17.0582,-48.662,62,GO
4847,São Miguel do Tapuio,-5.49729,-41.3165,86,PI
4848,São Miguel do Tocantins,-5.56305,-47.5743,63,TO
4849,São Miguel dos Campos,-9.78301,-36.0971,82,AL
4850,São Miguel dos Milagres,-9.26493,-35.3763,82,AL
4851,São Nicolau,-28.1834,-55.2654,55,RS
4852,São Patrício,-15.35,-49.818,62,GO
4853,São Paulo,-23.5329,-46.6395,11,SP
4854,São Paulo das Missões,-28.0195,-54.9404,55,RS
4855,São Paulo de Olivença,-3.47292,-68.9646,97,AM
4856,São Paulo do Potengi,-5.8994,-35.7642,84,RN
4857,São Pedro,-5.90559,-35.6317,84,RN
4858,São Pedro,-22.5483,-47.9096,19,SP
4859,São Pedro da Água Branca,-5.08472,-48.4291,99,MA
4860,São Pedro da Aldeia,-22.8429,-42.1026,22,RJ
4861,São Pedro da Cipa,-16.0109,-54.9176,66,MT
4862,São Pedro da Serra,-29.4193,-51.5134,51,RS
4863,São Pedro da União,-21.131,-46.6123,35,MG
4864,São Pedro das Missões,-27.7706,-53.2513,55,RS
4865,São Pedro de Alcântara,-27.5665,-48.8048,48,SC
4866,São Pedro do Butiá,-28.1243,-54.8926,55,RS
4867,São Pedro do Iguaçu,-24.9373,-53.8521,45,PR
4868,São Pedro do Ivaí,-23.8634,-51.8568,43,PR
4869,São Pedro do Paraná,-22.8239,-53.2241,44,PR
4870,São Pedro do Piauí,-5.92078,-42.7192,86,PI
4871,São Pedro do Suaçuí,-18.3609,-42.5981,33,MG
4872,São Pedro do Sul,-29.6202,-54.1855,55,RS
4873,São Pedro do Turvo,-22.7453,-49.7428,14,SP
4874,São Pedro dos Crentes,-6.82389,-46.5319,99,MA
4875,São Pedro dos Ferros,-20.1732,-42.5251,33,MG
4876,São Rafael,-5.79791,-36.8778,84,RN
4877,São Raimundo das Mangabeiras,-7.02183,-45.4809,99,MA
4878,São Raimundo do Doca Bezerra,-5.11053,-45.0696,99,MA
4879,São Raimundo Nonato,-9.01241,-42.6987,89,PI
4880,São Roberto,-5.0231,-45.001,99,MA
4881,São Romão,-16.3641,-45.0749,38,MG
4882,São Roque,-23.5226,-47.1357,11,SP
4883,São Roque de Minas,-20.249,-46.3639,37,MG
4884,São Roque do Canaã,-19.7411,-40.6526,27,ES
4885,São Salvador do Tocantins,-12.7458,-48.2352,63,TO
4886,São Sebastião,-23.7951,-45.4143,12,SP
4887,São Sebastião,-9.93043,-36.559,82,AL
4888,São Sebastião da Amoreira,-23.4656,-50.7625,43,PR
4889,São Sebastião da Bela Vista,-22.1583,-45.7546,35,MG
4890,São Sebastião da Boa Vista,-1.71597,-49.5249,91,PA
4891,São Sebastião da Grama,-21.7041,-46.8208,19,SP
4892,São Sebastião da Vargem Alegre,-19.7477,-43.3679,32,MG
4893,São Sebastião de Lagoa de Roça,-7.11034,-35.8678,83,PB
4894,São Sebastião do Alto,-21.9578,-42.1328,22,RJ
4895,São Sebastião do Anta,-19.5064,-41.985,33,MG
4896,São Sebastião do Caí,-29.5885,-51.3749,51,RS
4897,São Sebastião do Maranhão,-18.0873,-42.5659,33,MG
4898,São Sebastião do Oeste,-20.2758,-45.0063,37,MG
4899,São Sebastião do Paraíso,-20.9167,-46.9837,35,MG
4900,São Sebastião do Passé,-12.5123,-38.4905,71,BA
4901,São Sebastião do Rio Preto,-19.2959,-43.1757,31,MG
4902,São Sebastião do Rio Verde,-22.2183,-44.9761,35,MG
4903,São Sebastião do Tocantins,-5.26131,-48.2021,63,TO
4904,São Sebastião do Uatumã,-2.55915,-57.8731,92,AM
4905,São Sebastião do Umbuzeiro,-8.15289,-37.0138,83,PB
4906,São Sepé,-30.1643,-53.5603,55,RS
4907,São Simão,-21.4732,-47.5518,16,SP
4908,São Simão,-18.996,-50.547,64,GO
4909,São Thomé das Letras,-21.7218,-44.9849,35,MG
4910,São Tiago,-20.9075,-44.5098,32,MG
4911,São Tomás de Aquino,-20.7791,-47.0962,35,MG
4912,São Tomé,-23.5349,-52.5901,44,PR
4913,São Tomé,-5.96404,-36.0798,84,RN
4914,São Valentim,-27.5583,-52.5237,54,RS
4915,São Valentim do Sul,-29.0451,-51.7684,54,RS
4916,São Valério,-11.9743,-48.2353,63,TO
4917,São Valério do Sul,-27.7906,-53.9368,55,RS
4918,São Vendelino,-29.3729,-51.3675,51,RS
4919,São Vicente,-23.9574,-46.3883,13,SP
4920,São Vicente,-6.21893,-36.6827,84,RN
4921,São Vicente de Minas,-21.7042,-44.4431,35,MG
4922,São Vicente do Seridó,-6.85426,-36.4122,83,PB
4923,São Vicente do Sul,-29.6882,-54.6826,55,RS
4924,São Vicente Ferrer,-7.58969,-35.4808,81,PE
4925,São Vicente Ferrer,-2.89487,-44.8681,98,MA
4926,Sapé,-7.09359,-35.228,83,PB
4927,Sapeaçu,-12.7208,-39.1824,75,BA
4928,Sapezal,-12.9892,-58.7645,65,MT
4929,Sapiranga,-29.6349,-51.0064,51,RS
4930,Sapopema,-23.9078,-50.5801,43,PR
4931,Sapucaí-Mirim,-22.7409,-45.738,35,MG
4932,Sapucaia,-6.94018,-49.6834,94,PA
4933,Sapucaia,-21.9949,-42.9142,24,RJ
4934,Sapucaia do Sul,-29.8276,-51.145,51,RS
4935,Saquarema,-22.9292,-42.5099,22,RJ
4936,Sarandi,-23.4441,-51.876,44,PR
4937,Sarandi,-27.942,-52.9231,54,RS
4938,Sarapuí,-23.6397,-47.8249,15,SP
4939,Sardoá,-18.7828,-42.3629,33,MG
4940,Sarutaiá,-23.2721,-49.4763,14,SP
4941,Sarzedo,-20.0367,-44.1446,31,MG
4942,Sátiro Dias,-11.5929,-38.5938,75,BA
4943,Satuba,-9.56911,-35.8227,82,AL
4944,Satubinha,-4.04913,-45.2457,98,MA
4945,Saubara,-12.7387,-38.7625,71,BA
4946,Saudade do Iguaçu,-25.6917,-52.6184,46,PR
4947,Saudades,-26.9317,-53.0021,49,SC
4948,Saúde,-10.9428,-40.4155,74,BA
4949,Schroeder,-26.4116,-49.074,47,SC
4950,Seabra,-12.4169,-41.7722,75,BA
4951,Seara,-27.1564,-52.299,49,SC
4952,Sebastianópolis do Sul,-20.6523,-49.925,17,SP
4953,Sebastião Barros,-10.817,-44.8337,89,PI
4954,Sebastião Laranjeiras,-14.571,-42.9434,77,BA
4955,Sebastião Leal,-7.56803,-44.06,89,PI
4956,Seberi,-27.4829,-53.4026,55,RS
4957,Sede Nova,-27.6367,-53.9493,55,RS
4958,Segredo,-29.3523,-52.9767,51,RS
4959,Selbach,-28.6294,-52.9498,54,RS
4960,Selvíria,-20.3637,-51.4192,67,MS
4961,Sem-Peixe,-20.1008,-42.8483,31,MG
4962,Sena Madureira,-9.06596,-68.6571,68,AC
4963,Senador Alexandre Costa,-5.25096,-44.0533,99,MA
4964,Senador Amaral,-22.5869,-46.1763,35,MG
4965,Senador Canedo,-16.7084,-49.0914,62,GO
4966,Senador Cortes,-21.7986,-42.9424,32,MG
4967,Senador Elói de Souza,-6.03334,-35.6978,84,RN
4968,Senador Firmino,-20.9158,-43.0904,32,MG
4969,Senador Georgino Avelino,-6.1576,-35.1299,84,RN
4970,Senador Guiomard,-10.1497,-67.7362,68,AC
4971,Senador José Bento,-22.1633,-46.1792,35,MG
4972,Senador José Porfírio,-4.31242,-51.5764,91,PA
4973,Senador La Rocque,-5.4461,-47.2959,99,MA
4974,Senador Modestino Gonçalves,-17.9465,-43.2172,38,MG
4975,Senador Pompeu,-5.58244,-39.3704,88,CE
4976,Senador Rui Palmeira,-9.46986,-37.4576,82,AL
4977,Senador Sá,-3.35305,-40.4662,88,CE
4978,Senador Salgado Filho,-28.025,-54.5507,55,RS
4979,Sengés,-24.1129,-49.4616,43,PR
4980,Senhor do Bonfim,-10.4594,-40.1865,74,BA
4981,Senhora de Oliveira,-20.7972,-43.3394,31,MG
4982,Senhora do Porto,-18.8909,-43.0799,33,MG
4983,Senhora dos Remédios,-21.0351,-43.5812,32,MG
4984,Sentinela do Sul,-30.6107,-51.5862,51,RS
4985,Sento Sé,-9.74138,-41.8786,74,BA
4986,Serafina Corrêa,-28.7126,-51.9352,54,RS
4987,Sericita,-20.4748,-42.4828,31,MG
4988,Seringueiras,-11.8055,-63.0182,69,RO
4989,Sério,-29.3904,-52.2685,51,RS
4990,Seritinga,-21.9134,-44.518,35,MG
4991,Seropédica,-22.7526,-43.7155,21,RJ
4992,Serra,-20.121,-40.3074,27,ES
4993,Serra Alta,-26.7229,-53.0409,49,SC
4994,Serra Azul,-21.3074,-47.5602,16,SP
4995,Serra Azul de Minas,-18.3602,-43.1675,38,MG
4996,Serra Branca,-7.48034,-36.666,83,PB
4997,Serra Caiada,-6.10478,-35.7113,84,RN
4998,Serra da Raiz,-6.68527,-35.4379,83,PB
4999,Serra da Saudade,-19.4447,-45.795,37,MG
5000,Serra de São Bento,-6.41762,-35.7033,84,RN
5001,Serra do Mel,-5.17725,-37.0242,84,RN
5002,Serra do Navio,0.901357,-52.0036,96,AP
5003,Serra do Ramalho,-13.5659,-43.5929,77,BA
5004,Serra do Salitre,-19.1083,-46.6961,34,MG
5005,Serra dos Aimorés,-17.7872,-40.2453,33,MG
5006,Serra Dourada,-12.759,-43.9504,77,BA
5007,Serra Grande,-7.20957,-38.3647,83,PB
5008,Serra Negra,-22.6139,-46.7033,19,SP
5009,Serra Negra do Norte,-6.66031,-37.3996,84,RN
5010,Serra Nova Dourada,-12.0896,-51.4025,66,MT
5011,Serra Preta,-12.156,-39.3305,75,BA
5012,Serra Redonda,-7.18622,-35.6842,83,PB
5013,Serra Talhada,-7.98178,-38.289,87,PE
5014,Serrana,-21.2043,-47.5952,16,SP
5015,Serrania,-21.5441,-46.0417,35,MG
5016,Serrano do Maranhão,-1.85229,-45.1207,98,MA
5017,Serranópolis,-18.3067,-51.9586,64,GO
5018,Serranópolis de Minas,-15.8176,-42.8732,38,MG
5019,Serranópolis do Iguaçu,-25.3799,-54.0518,45,PR
5020,Serranos,-21.8857,-44.5125,35,MG
5021,Serraria,-6.81569,-35.6282,83,PB
5022,Serrinha,-6.28181,-35.5,84,RN
5023,Serrinha,-11.6584,-39.01,75,BA
5024,Serrinha dos Pintos,-6.11087,-37.9548,84,RN
5025,Serrita,-7.94041,-39.2951,87,PE
5026,Serro,-18.5991,-43.3744,38,MG
5027,Serrolândia,-11.4085,-40.2983,74,BA
5028,Sertaneja,-23.0361,-50.8317,43,PR
5029,Sertânia,-8.06847,-37.2684,87,PE
5030,Sertanópolis,-23.0571,-51.0399,43,PR
5031,Sertão,-27.9798,-52.2588,54,RS
5032,Sertão Santana,-30.4562,-51.6017,51,RS
5033,Sertãozinho,-21.1316,-47.9875,16,SP
5034,Sertãozinho,-6.75127,-35.4372,83,PB
5035,Sete Barras,-24.382,-47.9279,13,SP
5036,Sete de Setembro,-28.1362,-54.4637,55,RS
5037,Sete Lagoas,-19.4569,-44.2413,31,MG
5038,Sete Quedas,-23.9705,-55.0398,67,MS
5039,Setubinha,-17.6002,-42.1587,33,MG
5040,Severiano de Almeida,-27.4362,-52.1217,54,RS
5041,Severiano Melo,-5.77666,-37.957,84,RN
5042,Severínia,-20.8108,-48.8054,17,SP
5043,Siderópolis,-28.5955,-49.4314,48,SC
5044,Sidrolândia,-20.9302,-54.9692,67,MS
5045,Sigefredo Pacheco,-4.91665,-41.7311,86,PI
5046,Silva Jardim,-22.6574,-42.3961,22,RJ
5047,Silvânia,-16.66,-48.6083,62,GO
5048,Silvanópolis,-11.1471,-48.1694,63,TO
5049,Silveira Martins,-29.6467,-53.591,55,RS
5050,Silveirânia,-21.1615,-43.2128,32,MG
5051,Silveiras,-22.6638,-44.8522,12,SP
5052,Silves,-2.81748,-58.248,92,AM
5053,Silvianópolis,-22.0274,-45.8385,35,MG
5054,Simão Dias,-10.7387,-37.8097,79,SE
5055,Simão Pereira,-21.964,-43.3088,32,MG
5056,Simões,-7.59109,-40.8137,89,PI
5057,Simões Filho,-12.7866,-38.4029,71,BA
5058,Simolândia,-14.4644,-46.4847,62,GO
5059,Simonésia,-20.1341,-42.0091,33,MG
5060,Simplício Mendes,-7.85294,-41.9075,89,PI
5061,Sinimbu,-29.5357,-52.5304,51,RS
5062,Sinop,-11.8604,-55.5091,66,MT
5063,Siqueira Campos,-23.6875,-49.8304,43,PR
5064,Sirinhaém,-8.58778,-35.1126,81,PE
5065,Siriri,-10.5965,-37.1131,79,SE
5066,Sítio d'Abadia,-14.7992,-46.2506,62,GO
5067,Sítio do Mato,-13.0801,-43.4689,77,BA
5068,Sítio do Quinto,-10.3545,-38.2213,75,BA
5069,Sítio Novo,-5.87601,-46.7033,99,MA
5070,Sítio Novo,-6.11132,-35.909,84,RN
5071,Sítio Novo do Tocantins,-5.6012,-47.6381,63,TO
5072,Sobradinho,-9.45024,-40.8145,74,BA
5073,Sobradinho,-29.4194,-53.0326,51,RS
5074,Sobrado,-7.14429,-35.2357,83,PB
5075,Sobral,-3.68913,-40.3482,88,CE
5076,Sobrália,-19.2345,-42.0998,33,MG
5077,Socorro,-22.5903,-46.5251,19,SP
5078,Socorro do Piauí,-7.86773,-42.4922,89,PI
5079,Solânea,-6.75161,-35.6636,83,PB
5080,Soledade,-7.05829,-36.3668,83,PB
5081,Soledade,-28.8306,-52.5131,54,RS
5082,Soledade de Minas,-22.0554,-45.0464,35,MG
5083,Solidão,-7.59472,-37.6445,87,PE
5084,Solonópole,-5.71894,-39.0107,88,CE
5085,Sombrio,-29.108,-49.6328,48,SC
5086,Sonora,-17.5698,-54.7551,67,MS
5087,Sooretama,-19.1897,-40.0974,27,ES
5088,Sorocaba,-23.4969,-47.4451,15,SP
5089,Sorriso,-12.5425,-55.7211,66,MT
5090,Sossêgo,-6.77067,-36.2538,83,PB
5091,Soure,-0.73032,-48.5015,91,PA
5092,Sousa,-6.75148,-38.2311,83,PB
5093,Souto Soares,-12.088,-41.6427,75,BA
5094,Sucupira,-11.993,-48.9685,63,TO
5095,Sucupira do Norte,-6.47839,-44.1919,99,MA
5096,Sucupira do Riachão,-6.40858,-43.5455,99,MA
5097,Sud Mennucci,-20.6872,-50.9238,18,SP
5098,Sul Brasil,-26.7351,-52.964,49,SC
5099,Sulina,-25.7066,-52.7299,46,PR
5100,Sumaré,-22.8204,-47.2728,19,SP
5101,Sumé,-7.66206,-36.884,83,PB
5102,Sumidouro,-22.0485,-42.6761,22,RJ
5103,Surubim,-7.84746,-35.7481,81,PE
5104,Sussuapara,-7.03687,-41.3767,89,PI
5105,Suzanápolis,-20.4981,-51.0268,18,SP
5106,Suzano,-23.5448,-46.3112,11,SP
5107,Tabaí,-29.643,-51.6823,51,RS
5108,Tabaporã,-11.3007,-56.8312,66,MT
5109,Tabapuã,-20.9602,-49.0307,17,SP
5110,Tabatinga,-21.7239,-48.6896,16,SP
5111,Tabatinga,-4.2416,-69.9383,97,AM
5112,Tabira,-7.58366,-37.5377,87,PE
5113,Taboão da Serra,-23.6019,-46.7526,11,SP
5114,Tabocas do Brejo Velho,-12.7026,-44.0075,77,BA
5115,Taboleiro Grande,-5.91948,-38.0367,84,RN
5116,Tabuleiro,-21.3632,-43.2381,32,MG
5117,Tabuleiro do Norte,-5.24353,-38.1282,88,CE
5118,Tacaimbó,-8.30867,-36.3,81,PE
5119,Tacaratu,-9.09798,-38.1504,87,PE
5120,Taciba,-22.3866,-51.2882,18,SP
5121,Tacima,-6.48759,-35.6367,83,PB
5122,Tacuru,-23.636,-55.0141,67,MS
5123,Taguaí,-23.4452,-49.4024,14,SP
5124,Taguatinga,-12.4026,-46.437,63,TO
5125,Taiaçu,-21.1431,-48.5112,16,SP
5126,Tailândia,-2.94584,-48.9489,91,PA
5127,Taió,-27.121,-49.9942,47,SC
5128,Taiobeiras,-15.8106,-42.2259,38,MG
5129,Taipas do Tocantins,-12.1873,-46.9797,63,TO
5130,Taipu,-5.63058,-35.5918,84,RN
5131,Taiúva,-21.1223,-48.4528,16,SP
5132,Talismã,-12.7949,-49.0896,63,TO
5133,Tamandaré,-8.75665,-35.1033,81,PE
5134,Tamarana,-23.7204,-51.0991,43,PR
5135,Tambaú,-21.7029,-47.2703,19,SP
5136,Tamboara,-23.2036,-52.4743,44,PR
5137,Tamboril,-4.83136,-40.3196,88,CE
5138,Tamboril do Piauí,-8.40937,-42.9211,89,PI
5139,Tanabi,-20.6228,-49.6563,17,SP
5140,Tangará,-6.19649,-35.7989,84,RN
5141,Tangará,-27.0996,-51.2473,49,SC
5142,Tangará da Serra,-14.6229,-57.4933,65,MT
5143,Tanguá,-22.7423,-42.7202,21,RJ
5144,Tanhaçu,-14.0197,-41.2473,77,BA
5145,Tanque d'Arca,-9.53379,-36.4366,82,AL
5146,Tanque do Piauí,-6.59787,-42.2795,89,PI
5147,Tanque Novo,-13.5485,-42.4934,77,BA
5148,Tanquinho,-11.968,-39.1033,75,BA
5149,Taparuba,-19.7621,-41.608,33,MG
5150,Tapauá,-5.62085,-63.1808,97,AM
5151,Tapejara,-23.7315,-52.8735,44,PR
5152,Tapejara,-28.0652,-52.0097,54,RS
5153,Tapera,-28.6277,-52.8613,54,RS
5154,Taperoá,-13.5321,-39.1009,75,BA
5155,Taperoá,-7.20629,-36.8245,83,PB
5156,Tapes,-30.6683,-51.3991,51,RS
5157,Tapira,-23.3193,-53.0684,44,PR
5158,Tapira,-19.9166,-46.8264,34,MG
5159,Tapiraí,-19.8936,-46.0221,37,MG
5160,Tapiraí,-23.9612,-47.5062,15,SP
5161,Tapiramutá,-11.8475,-40.7927,74,BA
5162,Tapiratiba,-21.4713,-46.7448,19,SP
5163,Tapurah,-12.695,-56.5178,66,MT
5164,Taquara,-29.6505,-50.7753,51,RS
5165,Taquaraçu de Minas,-19.6652,-43.6922,31,MG
5166,Taquaral,-21.0737,-48.4126,16,SP
5167,Taquaral de Goiás,-16.0521,-49.6039,62,GO
5168,Taquarana,-9.64529,-36.4928,82,AL
5169,Taquari,-29.7943,-51.8653,51,RS
5170,Taquaritinga,-21.4049,-48.5103,16,SP
5171,Taquaritinga do Norte,-7.89446,-36.0423,81,PE
5172,Taquarituba,-23.5307,-49.241,14,SP
5173,Taquarivaí,-23.9211,-48.6948,15,SP
5174,Taquaruçu do Sul,-27.4005,-53.4702,55,RS
5175,Taquarussu,-22.4898,-53.3519,67,MS
5176,Tarabai,-22.3016,-51.5621,18,SP
5177,Tarauacá,-8.15697,-70.7722,68,AC
5178,Tarrafas,-6.67838,-39.753,88,CE
5179,Tartarugalzinho,1.50652,-50.9087,96,AP
5180,Tarumã,-22.7429,-50.5786,18,SP
5181,Tarumirim,-19.2835,-42.0097,33,MG
5182,Tasso Fragoso,-8.4662,-45.7536,99,MA
5183,Tatuí,-23.3487,-47.8461,15,SP
5184,Tauá,-5.98585,-40.2968,88,CE
5185,Taubaté,-23.0104,-45.5593,12,SP
5186,Tavares,-31.2843,-51.088,51,RS
5187,Tavares,-7.62697,-37.8712,83,PB
5188,Tefé,-3.36822,-64.7193,97,AM
5189,Teixeira,-7.22104,-37.2525,83,PB
5190,Teixeira de Freitas,-17.5399,-39.74,73,BA
5191,Teixeira Soares,-25.3701,-50.4571,42,PR
5192,Teixeiras,-20.6561,-42.8564,31,MG
5193,Teixeirópolis,-10.9056,-62.242,69,RO
5194,Tejuçuoca,-3.98831,-39.5799,85,CE
5195,Tejupá,-23.3425,-49.3722,14,SP
5196,Telêmaco Borba,-24.3245,-50.6176,42,PR
5197,Telha,-10.2064,-36.8818,79,SE
5198,Tenente Ananias,-6.45823,-38.182,84,RN
5199,Tenente Laurentino Cruz,-6.1378,-36.7135,84,RN
5200,Tenente Portela,-27.3711,-53.7585,55,RS
5201,Tenório,-6.93855,-36.6273,83,PB
5202,Teodoro Sampaio,-12.295,-38.6347,75,BA
5203,Teodoro Sampaio,-22.5299,-52.1682,18,SP
5204,Teofilândia,-11.4827,-38.9913,75,BA
5205,Teófilo Otoni,-17.8595,-41.5087,33,MG
5206,Teolândia,-13.5896,-39.484,73,BA
5207,Teotônio Vilela,-9.91656,-36.3492,82,AL
5208,Terenos,-20.4378,-54.8647,67,MS
5209,Teresina,-5.09194,-42.8034,86,PI
5210,Teresina de Goiás,-13.7801,-47.2659,62,GO
5211,Teresópolis,-22.4165,-42.9752,21,RJ
5212,Terezinha,-9.05621,-36.6272,87,PE
5213,Terezópolis de Goiás,-16.3945,-49.0797,62,GO
5214,Terra Alta,-1.02963,-47.9004,91,PA
5215,Terra Boa,-23.7683,-52.447,44,PR
5216,Terra de Areia,-29.5782,-50.0644,51,RS
5217,Terra Nova,-12.3888,-38.6238,75,BA
5218,Terra Nova,-8.22244,-39.3825,87,PE
5219,Terra Nova do Norte,-10.517,-55.231,66,MT
5220,Terra Rica,-22.7111,-52.6188,44,PR
5221,Terra Roxa,-24.1575,-54.0988,44,PR
5222,Terra Roxa,-20.787,-48.3314,17,SP
5223,Terra Santa,-2.10443,-56.4877,93,PA
5224,Tesouro,-16.0809,-53.559,66,MT
5225,Teutônia,-29.4482,-51.8044,51,RS
5226,Theobroma,-10.2483,-62.3538,69,RO
5227,Tianguá,-3.72965,-40.9923,88,CE
5228,Tibagi,-24.5153,-50.4176,42,PR
5229,Tibau,-4.83729,-37.2554,84,RN
5230,Tibau do Sul,-6.19176,-35.0866,84,RN
5231,Tietê,-23.1101,-47.7164,15,SP
5232,Tigrinhos,-26.6876,-53.1545,49,SC
5233,Tijucas,-27.2354,-48.6322,48,SC
5234,Tijucas do Sul,-25.9311,-49.195,41,PR
5235,Timbaúba,-7.50484,-35.3119,81,PE
5236,Timbaúba dos Batistas,-6.45768,-37.2745,84,RN
5237,Timbé do Sul,-28.8287,-49.842,48,SC
5238,Timbiras,-4.25597,-43.932,99,MA
5239,Timbó,-26.8246,-49.269,47,SC
5240,Timbó Grande,-26.6127,-50.6607,49,SC
5241,Timburi,-23.2057,-49.6096,14,SP
5242,Timon,-5.09769,-42.8329,99,MA
5243,Timóteo,-19.5811,-42.6471,31,MG
5244,Tio Hugo,-28.5712,-52.5955,54,RS
5245,Tiradentes,-21.1102,-44.1744,32,MG
5246,Tiradentes do Sul,-27.4022,-54.0814,55,RS
5247,Tiros,-19.0037,-45.9626,34,MG
5248,Tobias Barreto,-11.1798,-37.9995,79,SE
5249,Tocantínia,-9.5632,-48.3741,63,TO
5250,Tocantinópolis,-6.32447,-47.4224,63,TO
5251,Tocantins,-21.1774,-43.0127,32,MG
5252,Tocos do Moji,-22.3698,-46.0971,35,MG
5253,Toledo,-22.7421,-46.3728,35,MG
5254,Toledo,-24.7246,-53.7412,45,PR
5255,Tomar do Geru,-11.3694,-37.8433,79,SE
5256,Tomazina,-23.7796,-49.9499,43,PR
5257,Tombos,-20.9086,-42.0228,32,MG
5258,Tomé-Açu,-2.41302,-48.1415,91,PA
5259,Tonantins,-2.86582,-67.7919,97,AM
5260,Toritama,-8.00955,-36.0637,81,PE
5261,Torixoréu,-16.2006,-52.5571,66,MT
5262,Toropi,-29.4782,-54.2244,55,RS
5263,Torre de Pedra,-23.2462,-48.1955,15,SP
5264,Torres,-29.3334,-49.7333,51,RS
5265,Torrinha,-22.4237,-48.1731,14,SP
5266,Touros,-5.20182,-35.4621,84,RN
5267,Trabiju,-22.0388,-48.3342,16,SP
5268,Tracuateua,-1.07653,-46.9031,91,PA
5269,Tracunhaém,-7.80228,-35.2314,81,PE
5270,Traipu,-9.96262,-37.0071,82,AL
5271,Trairão,-4.57347,-55.9429,93,PA
5272,Trairi,-3.26932,-39.2681,85,CE
5273,Trajano de Moraes,-22.0638,-42.0643,22,RJ
5274,Tramandaí,-29.9841,-50.1322,51,RS
5275,Travesseiro,-29.2977,-52.0532,51,RS
5276,Tremedal,-14.9736,-41.4142,77,BA
5277,Tremembé,-22.9571,-45.5475,12,SP
5278,Três Arroios,-27.5003,-52.1448,54,RS
5279,Três Barras,-26.1056,-50.3197,47,SC
5280,Três Barras do Paraná,-25.4185,-53.1833,45,PR
5281,Três Cachoeiras,-29.4487,-49.9275,51,RS
5282,Três Corações,-21.6921,-45.2511,35,MG
5283,Três Coroas,-29.5137,-50.7739,51,RS
5284,Três de Maio,-27.78,-54.2357,55,RS
5285,Três Forquilhas,-29.5384,-50.0708,51,RS
5286,Três Fronteiras,-20.2344,-50.8905,17,SP
5287,Três Lagoas,-20.7849,-51.7007,67,MS
5288,Três Marias,-18.2048,-45.2473,38,MG
5289,Três Palmeiras,-27.6139,-52.8437,54,RS
5290,Três Passos,-27.4555,-53.9296,55,RS
5291,Três Pontas,-21.3694,-45.5109,35,MG
5292,Três Ranchos,-18.3539,-47.776,64,GO
5293,Três Rios,-22.1165,-43.2185,24,RJ
5294,Treviso,-28.5097,-49.4634,48,SC
5295,Treze de Maio,-28.5537,-49.1565,48,SC
5296,Treze Tílias,-27.0026,-51.4084,49,SC
5297,Trindade,-16.6517,-49.4927,62,GO
5298,Trindade,-7.759,-40.2647,87,PE
5299,Trindade do Sul,-27.5239,-52.8956,54,RS
5300,Triunfo,-29.9291,-51.7075,51,RS
5301,Triunfo,-6.5713,-38.5986,83,PB
5302,Triunfo,-7.83272,-38.0978,87,PE
5303,Triunfo Potiguar,-5.85408,-37.1786,84,RN
5304,Trizidela do Vale,-4.538,-44.628,99,MA
5305,Trombas,-13.5079,-48.7417,62,GO
5306,Trombudo Central,-27.3033,-49.793,47,SC
5307,Tubarão,-28.4713,-49.0144,48,SC
5308,Tucano,-10.9584,-38.7894,75,BA
5309,Tucumã,-6.74687,-51.1626,94,PA
5310,Tucunduva,-27.6573,-54.4439,55,RS
5311,Tucuruí,-3.7657,-49.6773,94,PA
5312,Tufilândia,-3.67355,-45.6238,98,MA
5313,Tuiuti,-22.8193,-46.6937,11,SP
5314,Tumiritinga,-18.9844,-41.6527,33,MG
5315,Tunápolis,-26.9681,-53.6417,49,SC
5316,Tunas,-29.1039,-52.9538,51,RS
5317,Tunas do Paraná,-24.9731,-49.0879,41,PR
5318,Tuneiras do Oeste,-23.8648,-52.8769,44,PR
5319,Tuntum,-5.25476,-44.6444,99,MA
5320,Tupã,-21.9335,-50.5191,14,SP
5321,Tupaciguara,-18.5866,-48.6985,34,MG
5322,Tupanatinga,-8.74798,-37.3445,87,PE
5323,Tupanci do Sul,-27.9241,-51.5383,54,RS
5324,Tupanciretã,-29.0858,-53.8445,55,RS
5325,Tupandi,-29.4772,-51.4174,51,RS
5326,Tuparendi,-27.7598,-54.4814,55,RS
5327,Tuparetama,-7.6003,-37.3165,87,PE
5328,Tupãssi,-24.5879,-53.5105,44,PR
5329,Tupi Paulista,-21.3825,-51.575,18,SP
5330,Tupirama,-8.97168,-48.1883,63,TO
5331,Tupiratins,-8.39388,-48.1277,63,TO
5332,Turiaçu,-1.65893,-45.3798,98,MA
5333,Turilândia,-2.21638,-45.3044,98,MA
5334,Turiúba,-20.9428,-50.1135,18,SP
5335,Turmalina,-20.0486,-50.4792,17,SP
5336,Turmalina,-17.2828,-42.7285,38,MG
5337,Turuçu,-31.4173,-52.1706,53,RS
5338,Tururu,-3.58413,-39.4297,85,CE
5339,Turvânia,-16.6125,-50.1369,64,GO
5340,Turvelândia,-17.8502,-50.3024,64,GO
5341,Turvo,-25.0437,-51.5282,42,PR
5342,Turvo,-28.9272,-49.6831,48,SC
5343,Turvolândia,-21.8733,-45.7859,35,MG
5344,Tutóia,-2.76141,-42.2755,98,MA
5345,Uarini,-2.99609,-65.1133,97,AM
5346,Uauá,-9.83325,-39.4794,74,BA
5347,Ubá,-21.1204,-42.9359,32,MG
5348,Ubaí,-16.2885,-44.7783,38,MG
5349,Ubaíra,-13.2714,-39.666,75,BA
